player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Duran,3,0,2,0,0,1,1,.259,.307,.391
R. Devers,3,0,0,0,0,1,1,.273,.392,.465
A. Bregman,3,1,0,0,0,0,1,.309,.389,.579
R. Refsnyder,4,1,1,1,1,0,1,.302,.319,.581
K. Campbell,4,0,0,0,0,0,1,.240,.329,.397
T. Story,4,0,1,1,0,0,1,.234,.276,.351
N. Sogard,3,0,2,0,0,0,0,.286,.318,.333
W. Abreu,1,0,0,0,0,0,0,.277,.371,.547
C. Narvaez,2,0,0,0,0,1,2,.266,.328,.431
D. Hamilton,0,0,0,0,0,0,0,.204,.246,.333
C. Wong,0,0,0,0,0,0,0,.146,.239,.146
C. Rafaela,3,0,0,0,0,0,2,.245,.298,.367
